"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL4590166";"";"None";"610.52";"3";"1.43";"5";"O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](O)[C@@H](O)[C@H](Oc2cc(O)c3c(=O)cc(-c4ccc(O)c(O)c4)oc3c2)O[C@@H]1CO";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4393647";"Inhibition of tyrosinase (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4392888";"1";"Scientific Literature";"J Nat Prod";"2019";"None";"";"";"";"50.0"
"CHEMBL186368";"";"None";"226.23";"0";"2.95";"8";"COc1ccc2c(=O)c3ccccc3oc2c1";"IC50";"'='";"5140.0";"nM";"5.29";"";"";"UO_0000065";"23.38";"0.42";"2.34";"13.41";"0";"CHEMBL4678137";"Inhibition of Tyrosinase (unknown origin) using tyrosine as substrate incubated for 20 mins followed by substrate addition and measured every 10 mins for 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4673324";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 0.8333 hr";"INHIBITOR";"";"5.14"
"CHEMBL359978";"";"None";"212.20";"0";"2.65";"5";"O=c1c2ccccc2oc2c(O)cccc12";"IC50";"'='";"8460.0";"nM";"5.07";"";"";"UO_0000065";"23.90";"0.43";"2.42";"10.06";"0";"CHEMBL4678137";"Inhibition of Tyrosinase (unknown origin) using tyrosine as substrate incubated for 20 mins followed by substrate addition and measured every 10 mins for 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4673324";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 0.8333 hr";"INHIBITOR";"";"8.46"
"CHEMBL1630857";"GLYASPERIN C";"None";"356.42";"0";"4.04";"62";"COc1c(CC=C(C)C)c(O)cc2c1C[C@H](c1ccc(O)cc1O)CO2";"IC50";"'='";"177.0";"nM";"6.75";"";"";"UO_0000065";"18.94";"0.35";"2.71";"8.53";"0";"CHEMBL3810649";"Inhibition of tyrosinase (unknown origin) using L-tyrosine as substrate assessed as oxidation of L-tyrosine after 15 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3808312";"1";"Scientific Literature";"J Nat Prod";"2016";"None";"";"";"";"177.0"
"CHEMBL24151";"";"None";"423.37";"0";"1.39";"3c";"CC(C)C[C@H](NC(=O)OCc1cc(=O)c(O)co1)C(=O)OCc1cc(=O)c(O)co1";"IC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"13.46";"0.26";"4.31";"3.44";"0";"CHEMBL813551";"Compound was evaluated for inhibition of tyrosinase enzyme.";"B";"BAO_0000357";"single protein format";"mushroom";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129764";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1996";"None";"";"";"";"2.0"
"CHEMBL430491";"";"None";"721.72";"2";"3.39";"Ko-WWY";"O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)OCc1cc(=O)c(O)co1";"IC50";"'='";"780.0";"nM";"6.11";"";"";"UO_0000065";"8.46";"0.16";"2.72";"2.59";"0";"CHEMBL814341";"Inhibitory activity against mushroom tyrosinase";"B";"BAO_0000357";"single protein format";"mushroom";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148263";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"0.78"
"CHEMBL3100133";"";"None";"314.33";"0";"-0.13";"7";"C[C@@H](CCc1ccc(O)cc1O)O[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O";"IC50";"'='";"4560.0";"nM";"5.34";"";"";"UO_0000065";"16.99";"0.33";"5.47";"4.47";"0";"CHEMBL3619576";"Inhibition of tyrosinase (unknown origin) using L-DOPA as substrate assessed as formation of dopachrome by spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3616365";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";"";"";"4.56"
"CHEMBL4586957";"";"None";"288.25";"1";"-1.72";"4";"OC[C@H]1O[C@@H](Oc2ccc(O)cc2O)[C@H](O)[C@@H](O)[C@@H]1O";"IC50";"'='";"417000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4311245";"Inhibition of tyrosinase (unknown origin) using L-DOPA as substrate preincubated with substrate for 5 mins followed by enzyme addition and measured immediately by spectrophotometric method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4308889";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"None";"";"";"";"417.0"
"CHEMBL497445";"FORTUNEANOSIDE C";"None";"408.40";"0";"0.26";"3, fortuneanoside C";"COc1cc(-c2ccccc2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(OC)c1O";"IC50";"'='";"450000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL980232";"Inhibition of tyrosinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142601";"1";"Scientific Literature";"J Nat Prod";"2006";"None";"";"";"";"0.45"
"CHEMBL353354";"CHAMAECIN";"None";"164.20";"0";"2.33";"Chamaecin";"CC(C)c1ccc(C=O)c(O)c1";"IC50";"'='";"2300.0";"nM";"5.64";"";"";"UO_0000065";"34.34";"0.64";"3.31";"15.12";"0";"CHEMBL813550";"Inhibitory activity was evaluated against the oxidation of L-3,4-dihydroxyphenylalanine (L-DOPA) catalyzed by mushroom tyrosinase";"B";"BAO_0000357";"single protein format";"mushroom";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147427";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"2.3"
"CHEMBL5412774";"";"None";"320.41";"0";"3.91";"235";"CCCC(=O)Nc1cnc(-c2cc(CCC)c(O)cc2O)s1";"IC50";"'>'";"1000000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5331159";"Inhibition of human tyrosinase using L-DOPA as substrate incubated for 10 to 20 mins by MBTH dye based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5331042";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME_Lower = 10.0 min | TIME_Upper = 20.0 min";"";"";"1000.0"
"CHEMBL4464806";"";"None";"463.53";"0";"1.20";"4";"C=C(CO)C(=O)O[C@H]1C/C(C)=C/CC/C(CO)=C/[C@H]2OC(=O)[C@@H](CN3CCC[C@H]3C(=O)O)[C@H]12";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4393647";"Inhibition of tyrosinase (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4392888";"1";"Scientific Literature";"J Nat Prod";"2019";"None";"";"";"";"50.0"
"CHEMBL4550704";"";"None";"416.38";"0";"1.08";"7";"C[C@@H]1O[C@@H](Oc2cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc3c2)[C@H](O)[C@H](O)[C@H]1O";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4393647";"Inhibition of tyrosinase (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4392888";"1";"Scientific Literature";"J Nat Prod";"2019";"None";"";"";"";"50.0"
"CHEMBL454778";"ISORHOIFOLIN";"None";"578.52";"3";"-1.10";"9";"C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc4c3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4393647";"Inhibition of tyrosinase (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4392888";"1";"Scientific Literature";"J Nat Prod";"2019";"None";"";"";"";"50.0"
"CHEMBL161514";"";"None";"178.23";"0";"2.63";"9";"COc1cc(C(C)C)ccc1C=O";"IC50";"";"";"nM";"";"";"No inhibition";"UO_0000065";"";"";"";"";"0";"CHEMBL813549";"Inhibitory activity at a concentration of 0.5 nm, was evaluated against the oxidation of L-3,4-dihydroxyphenylalanine (L-DOPA) catalyzed by mushroom tyrosinase; No inhibitory activity";"B";"BAO_0000357";"single protein format";"mushroom";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147427";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";""
"CHEMBL1760464";"";"None";"570.54";"3";"-2.41";"6";"OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](Oc3ccc(CCc4ccc(O)cc4O)c(O)c3)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O";"IC50";"'='";"830.0";"nM";"6.08";"";"";"UO_0000065";"10.66";"0.21";"8.49";"2.54";"0";"CHEMBL1764166";"Inhibition of Tyrosinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1759884";"1";"Scientific Literature";"Eur J Med Chem";"2011";"None";"";"";"";"0.83"
"CHEMBL3343986";"";"None";"312.32";"0";"2.26";"21";"O=C(NCCc1c[nH]c2cc(O)ccc12)c1cc(O)cc(O)c1";"IC50";"'='";"9100.0";"nM";"5.04";"";"";"UO_0000065";"16.14";"0.30";"2.78";"4.77";"1";"CHEMBL4723109";"Inhibition of human HMV-II cell derived tyrosinase using DOPA as substrate incubated for 5 mins by light absorbance method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HMV-2 cell line";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715852";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 0.08333 hr";"INHIBITOR";"";"9.1"
"CHEMBL3343986";"";"None";"312.32";"0";"2.26";"Page no 6195, R8C1";"O=C(NCCc1c[nH]c2cc(O)ccc12)c1cc(O)cc(O)c1";"IC50";"'='";"9100.0";"nM";"5.04";"";"";"UO_0000065";"16.14";"0.30";"2.78";"4.77";"0";"CHEMBL3388382";"Inhibition of tyrosinase in human HMV-2 melanoma cells after 5 mins by spectrophotometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352108";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";"";"";"";"9.1"
"CHEMBL317040";"";"None";"682.69";"2";"2.91";"Ko-FWY";"O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)OCc1cc(=O)c(O)co1";"IC50";"'='";"240.0";"nM";"6.62";"";"";"UO_0000065";"9.70";"0.18";"3.71";"3.01";"0";"CHEMBL814341";"Inhibitory activity against mushroom tyrosinase";"B";"BAO_0000357";"single protein format";"mushroom";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148263";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"0.24"
"CHEMBL4175123";"";"None";"284.27";"0";"2.78";"22";"COc1cc(C=O)c2c(=O)c3ccccc3oc2c1OC";"IC50";"'='";"29130.0";"nM";"4.54";"";"";"UO_0000065";"15.96";"0.29";"1.76";"6.90";"0";"CHEMBL4678137";"Inhibition of Tyrosinase (unknown origin) using tyrosine as substrate incubated for 20 mins followed by substrate addition and measured every 10 mins for 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4673324";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 0.8333 hr";"INHIBITOR";"";"29.13"
"CHEMBL108925";"SALICYLADEHYDE";"None";"122.12";"0";"1.20";"5";"O=Cc1ccccc1O";"IC50";"'='";"3300000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL813550";"Inhibitory activity was evaluated against the oxidation of L-3,4-dihydroxyphenylalanine (L-DOPA) catalyzed by mushroom tyrosinase";"B";"BAO_0000357";"single protein format";"mushroom";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147427";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"3300.0"
"CHEMBL4159961";"";"None";"452.50";"1";"5.31";"1";"COc1c(-c2oc3cc(O)cc(O)c3c(=O)c2CC=C(C)C)cc(O)c(O)c1CC=C(C)C";"IC50";"'='";"45300.0";"nM";"4.34";"";"";"UO_0000065";"9.60";"0.18";"-0.97";"3.61";"0";"CHEMBL4136573";"Inhibition of tyrosinase (unknown origin) using L-dihydroxyphenylalanine as substrate preincubated for 30 mins followed by substrate addition measured for 7 mins by spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130583";"1";"Scientific Literature";"J Nat Prod";"2017";"None";"";"";"";"45.3"
"CHEMBL4793063";"";"None";"356.37";"0";"2.68";"18";"COC1=CC(=C/C=C/C=C2C=C(OC)C(=O)C(OC)=C2)C=C(OC)C1=O";"IC50";"'='";"2500.0";"nM";"5.60";"";"";"UO_0000065";"15.72";"0.29";"2.92";"7.88";"0";"CHEMBL4723111";"Inhibition of human HMV-II cell derived tyrosinase using L-DOPA as substrate by light absorbance method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HMV-2 cell line";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715852";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"INHIBITOR";"";"2.5"
"CHEMBL4751258";"";"None";"440.50";"0";"2.85";"16";"COc1cc(/C=C\C(=O)NCCCCNC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O";"IC50";"'='";"85000.0";"nM";"4.07";"";"";"UO_0000065";"9.24";"0.17";"1.22";"3.48";"0";"CHEMBL4723096";"Inhibition of tyrosinase in human neonatal foreskin epidermal melanocyte cells using L-DOPA as substrate preincubated for 24 hrs followed by cell lysis and subsequent substrate addition and measured after 1 hr by ELISA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Melanocyte";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715852";"1";"Scientific Literature";"J Med Chem";"2020";"None";"TIME = 25.0 hr";"INHIBITOR";"";"85.0"
"CHEMBL487018";"TILIANINE";"None";"446.41";"0";"0.35";"10";"COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4393647";"Inhibition of tyrosinase (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4392888";"1";"Scientific Literature";"J Nat Prod";"2019";"None";"";"";"";"50.0"
"CHEMBL5405017";"";"None";"286.31";"0";"3.13";"29";"O=C1/C(=C/c2ccc(O)cc2O)Sc2cc(O)ccc21";"IC50";"'='";"5800.0";"nM";"5.24";"";"";"UO_0000065";"18.29";"0.36";"2.11";"6.73";"0";"CHEMBL5355298";"Inhibition of tyrosinase in human MNT-1 cell lysates using L-DOPA as substrate assessed as reduction in melanin formation preincubated for 10 mins followed by substrate addition and measured by microplate reader analysis";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"MNT-1";"Lysates";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5352459";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"TIME = 0.1667 hr";"INHIBITOR";"";"5.8"
"CHEMBL4749970";"";"None";"366.30";"0";"1.76";"7";"O=c1cc(-c2ccc(O)c(O)c2)oc2cc(OS(=O)(=O)O)cc(O)c12";"IC50";"'='";"16000.0";"nM";"4.80";"";"";"UO_0000065";"13.09";"0.26";"3.04";"3.10";"0";"CHEMBL4723097";"Inhibition of human tyrosinase expressed in HEK293 cells using L-tyrosine as substrate and DOPA as cofactor by indirect spectrophotometric method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4715852";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"INHIBITOR";"";"16.0"
"CHEMBL448500";"PHENYLETHYL ALCOHOL";"-1.0";"122.17";"0";"1.22";"9";"OCCc1ccccc1";"IC50";"'='";"315.0";"ug.mL-1";"";"Outside typical range";"";"UO_0000274";"";"";"";"";"0";"CHEMBL5233572";"Inhibition of tyrosinase (unknown origin) using DOPA as substrate incubated for 15 min by spectrophotometer assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5233214";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.25 hr";"INHIBITOR";"";"315.0"
"CHEMBL5435436";"";"None";"332.43";"0";"4.05";"234";"Cc1sc(NC(=O)C2CCCCC2)nc1-c1ccc(O)cc1O";"IC50";"'>'";"1000000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5331159";"Inhibition of human tyrosinase using L-DOPA as substrate incubated for 10 to 20 mins by MBTH dye based assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5331042";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"TIME_Lower = 10.0 min | TIME_Upper = 20.0 min";"";"";"1000.0"
"CHEMBL4540001";"";"None";"463.53";"0";"0.91";"2";"C=C[C@]1(C)C[C@H](OC(=O)C(=C)CO)[C@@H]2[C@H](OC(=O)[C@H]2CN2CCC[C@H]2C(=O)O)[C@H]1C(=C)CO";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4393647";"Inhibition of tyrosinase (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4392888";"1";"Scientific Literature";"J Nat Prod";"2019";"None";"";"";"";"50.0"
"CHEMBL24579";"";"None";"299.28";"0";"1.07";"2c";"CC(C)C[C@H](NC(=O)OCc1cc(=O)c(O)co1)C(=O)O";"IC50";"'='";"14510.0";"nM";"4.84";"";"";"UO_0000065";"16.17";"0.31";"3.77";"3.84";"0";"CHEMBL813551";"Compound was evaluated for inhibition of tyrosinase enzyme.";"B";"BAO_0000357";"single protein format";"mushroom";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129764";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1996";"None";"";"";"";"14.51"
"CHEMBL1814444";"";"None";"286.24";"0";"2.13";"12";"O=C1/C(=C/c2ccc(O)cc2O)Oc2cc(O)cc(O)c21";"IC50";"'='";"7700.0";"nM";"5.11";"";"";"UO_0000065";"17.86";"0.33";"2.98";"4.77";"0";"CHEMBL5355298";"Inhibition of tyrosinase in human MNT-1 cell lysates using L-DOPA as substrate assessed as reduction in melanin formation preincubated for 10 mins followed by substrate addition and measured by microplate reader analysis";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"MNT-1";"Lysates";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5352459";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"TIME = 0.1667 hr";"INHIBITOR";"";"7.7"
"CHEMBL5399513";"";"None";"314.29";"0";"2.73";"20";"COc1ccc2c(c1OC)O/C(=C\c1ccc(O)cc1O)C2=O";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5355298";"Inhibition of tyrosinase in human MNT-1 cell lysates using L-DOPA as substrate assessed as reduction in melanin formation preincubated for 10 mins followed by substrate addition and measured by microplate reader analysis";"B";"BAO_0000220";"subcellular format";"Homo sapiens";"None";"None";"MNT-1";"Lysates";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5352459";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"TIME = 0.1667 hr";"";"";"100.0"
"CHEMBL4436373";"";"None";"664.75";"3";"7.81";"73";"CC(C)=CCc1c(O)ccc(C[C@@H]2[C@H](c3c(O)ccc(C(=O)/C=C/c4ccc(O)cc4O)c3O)C=C(C)C[C@H]2c2ccc(O)cc2O)c1O";"IC50";"'='";"4620.0";"nM";"5.33";"";"";"UO_0000065";"8.03";"0.15";"-2.47";"2.98";"0";"CHEMBL4411347";"Inhibition of tyrosinase (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4411257";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";"";"4.62"
"CHEMBL4467559";"";"None";"282.34";"0";"3.35";"78";"CN(C)c1ccc(/C=C/C(=N\O)c2ccccc2O)cc1";"IC50";"'='";"7890.0";"nM";"5.10";"";"";"UO_0000065";"18.07";"0.33";"1.75";"9.10";"0";"CHEMBL4411347";"Inhibition of tyrosinase (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4411257";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";"";"7.89"
"CHEMBL4071144";"";"None";"336.34";"0";"4.06";"11";"CC1(C)C=Cc2cc3cc(-c4ccc(O)cc4O)c(=O)oc3cc2O1";"IC50";"'='";"2800.0";"nM";"5.55";"";"";"UO_0000065";"16.51";"0.30";"1.49";"6.95";"0";"CHEMBL4053413";"Inhibition of tyrosinase (unknown origin) using L-tyrosine as substrate preincubated for 15 mins followed by substrate addition";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4052601";"1";"Scientific Literature";"J Nat Prod";"2017";"None";"";"";"";"2.8"
"CHEMBL3810334";"";"None";"422.44";"0";"2.66";"19";"O=C(N[C@@H](Cc1ccccc1)C(=O)OCc1cc(=O)c(O)c[nH]1)OCc1ccccc1";"IC50";"'='";"1950.0";"nM";"5.71";"";"";"UO_0000065";"13.52";"0.25";"3.05";"4.85";"0";"CHEMBL4411351";"Inhibition of tyrosinase (unknown origin) assessed as reduction in monophenolase activity";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4411257";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";"";"1.95"
"CHEMBL4437059";"";"None";"434.44";"0";"4.45";"83";"C=C(C)C(=O)Cc1c(-c2ccc(O)cc2O)oc2c3c(cc(O)c2c1=O)OC(C)(C)C=C3";"IC50";"'='";"290000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4411347";"Inhibition of tyrosinase (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4411257";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";"";"290.0"
"CHEMBL4556868";"";"None";"372.47";"0";"2.75";"18";"CCCCCCn1cc(O)c(=O)cc1COC(=O)[C@@H](N)Cc1ccccc1";"IC50";"'='";"19200.0";"nM";"4.72";"";"";"UO_0000065";"12.66";"0.24";"1.97";"4.99";"0";"CHEMBL4411351";"Inhibition of tyrosinase (unknown origin) assessed as reduction in monophenolase activity";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1973";"Tyrosinase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4411257";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";"";"19.2"
